X,Y,OBJECTID,FIRE_ID,ASMNT_TYPE,PRE_ID,POST_ID,NODATA_THRESHOLD,LOW_THRESHOLD,MODERATE_THRESHOLD,HIGH_THRESHOLD,LATITUDE,LONGITUDE,FIRE_TYPE,FIRE_NAME,GREENNESS_THRESHOLD,IG_DATE,ACRES
-123.30101374185,40.789005103737,7673,CA4078912330120030914,Extended,50450322002195,50450322004200,-970,85,339,625,40.789,-123.301,Wildfire,LOMA,-150,2003/09/14 00:00:00+00,3728
-121.818013050333,37.1160049315646,7674,CA3710912184820160926,Extended,80440342015240,80440342017300,-970,50,302,580,37.116,-121.818,Wildfire,LOMA,-150,2016/09/26 00:00:00+00,4380
-117.729012075963,33.7500048509299,7675,CA3375011772919840615,Initial,50400371984127,50400371984200,-970,80,286,530,33.75,-117.729,Wildfire,LOMA RIDGE,-150,1984/06/15 00:00:00+00,1384
-111.317010887514,33.6890051898851,7676,AZ3368911131719960427,Extended,50360371995193,50360371997200,-970,160,321,540,33.689,-111.317,Wildfire,LONE,-150,1996/04/27 00:00:00+00,60574
-154.591023794337,62.4420007790538,7677,AK6244215459120100529,Extended,50720162008225,50720162011200,-970,130,413,730,62.442,-154.591,Prescribed Fire,LONE MOUNTAIN,-150,2010/05/29 00:00:00+00,38181
-154.862023818392,62.4920007303517,7678,AK6249215486220050615,Extended,70720162003123,50730162006100,-970,150,318,540,62.492,-154.862,Wildfire,LONE MOUNTAIN,-150,2005/06/15 00:00:00+00,29138
-120.606014792102,48.3610058478667,7679,WA4835612062720140714,Extended,80460262013200,80450262015200,-970,106,218,456,48.361,-120.606,Wildfire,LONE MOUNTAIN 1,-150,2014/07/14 00:00:00+00,2578
-116.013012583646,41.1250057438958,7680,NV4112511601319940716,Extended,50410311993190,50410311995200,-970,0,240,500,41.125,-116.013,Wildfire,LONE MTN,-150,1994/07/16 00:00:00+00,11074
-82.3560037513353,36.2670070421124,7681,TN3626708235620080507,Extended,50180352007228,50180352008200,-970,60,324,615,36.267,-82.356,Wildfire,LONE OAK,-150,2008/05/07 00:00:00+00,677
-117.051013363598,44.6920059656051,7682,ID4470011705020120703,Initial,50420292011215,70420292012200,-970,70,330,9999,44.692,-117.051,Wildfire,LONE PINE,-150,2012/07/03 00:00:00+00,1894
-121.521013751886,42.579005387257,7683,OR4257912152119920802,Extended,50450301991213,50450301993200,-970,200,315,500,42.579,-121.521,Wildfire,LONE PINE,-150,1992/08/02 00:00:00+00,28061
-112.211012133304,43.0190062524398,7684,ID4301911221119980810,Initial,50390301997251,50390301998300,-970,80,318,590,43.019,-112.211,Wildfire,LONE PINE,-150,1998/08/10 00:00:00+00,3681
-114.985013249015,46.112006281456,7685,ID4611211498520010917,Extended,70410282001220,50410282002200,-970,150,350,600,46.112,-114.985,Wildfire,LONE PINE,-150,2001/09/17 00:00:00+00,4044
-89.1270054083569,31.1550057057906,7686,MS3116108914420150214,Initial,80220382015038,80220382015100,-970,50,320,9999,31.155,-89.127,Wildfire,LONE PINE,-150,2015/02/14 00:00:00+00,1125
-112.162012123916,43.0230062570618,7687,ID4302711220820160806,Initial,80390302016208,80390302016200,-970,70,375,700,43.023,-112.162,Wildfire,LONE PINE,-150,2016/08/06 00:00:00+00,9009
-114.996013243445,46.074006277254,7688,ID4608411503620170714,Extended,80410282016206,80410282018200,-970,50,350,590,46.074,-114.996,Wildfire,LONE PINE,-150,2017/07/14 00:00:00+00,17023
-117.202013018044,42.5540057730821,7689,OR4254611719320130807,Initial,80420302013204,80420302013200,-970,13,9999,9999,42.554,-117.202,Wildfire,LONE TREE,-150,2013/08/07 00:00:00+00,1543
-117.234013021533,42.5400057690404,7690,OR4254011723419850707,Initial,50420301984189,50420301985200,-970,75,9999,9999,42.54,-117.234,Wildfire,LONE TREE,-150,1985/07/07 00:00:00+00,17055
-108.195010914681,40.4400062809822,7691,CO4044010819520070822,Initial,50360322006175,50360322007200,-970,70,142,270,40.44,-108.195,Wildfire,LONE TREE,-150,2007/08/22 00:00:00+00,3843
-103.195010085044,42.8620069692038,7692,NE4284910324220150915,Initial,80330302013269,80330302015300,-970,45,9999,9999,42.862,-103.195,Wildfire,LONE TREE,-150,2015/09/15 00:00:00+00,1805
-110.781011187434,38.1210058064062,7693,UT3812111078120030530,Extended,70370342002163,50370342004200,-970,200,304,480,38.121,-110.781,Wildfire,LONESOME BEAVER,-150,2003/05/30 00:00:00+00,4551
-108.703011032629,40.4980062503181,7694,CO4049810870319860809,Extended,50360321986168,50360321987200,-970,80,170,315,40.498,-108.703,Wildland Fire Use,LONG,-150,1986/08/09 00:00:00+00,1192
-84.7410041347769,30.1150056178131,7695,FL3011508474120000504,Initial (SS),NULL,70180392000200,-9999,530,-9999,-9999,30.115,-84.741,Wildfire,LONG BAY,-9999,2000/05/04 00:00:00+00,6988
-90.9710062672442,36.9300067899984,7696,MO3693009097120050312,Initial,50240342004102,50240342005100,-970,30,9999,9999,36.93,-90.971,Prescribed Fire,LONG BAY RX,-150,2005/03/12 00:00:00+00,688
-90.9780062710858,36.9550067943233,7697,MO3695509097820090313,Initial,50240342008097,70240342009100,-970,20,221,450,36.955,-90.978,Prescribed Fire,LONG BAY RX,-150,2009/03/13 00:00:00+00,1261
-115.200013435397,46.8020063155111,7698,ID4680211520020050801,Extended,50410282005175,50410282006200,-970,150,350,600,46.802,-115.2,Wildfire,LONG BLACK COMPLEX (BLACK CANYON),-150,2005/08/01 00:00:00+00,1910
-81.3960035714623,37.9630074259087,7699,WV3796308139620011031,Initial,50180342000305,50180342001300,-970,50,300,9999,37.963,-81.396,Wildfire,LONG BR. AMEAGLE,-350,2001/10/31 00:00:00+00,879
-115.070012656022,42.7570059787848,7700,ID4275711507020100821,Initial,50410302010205,50410302010200,-970,35,350,9999,42.757,-115.07,Wildfire,LONG BUTTE,-150,2010/08/21 00:00:00+00,302546
-112.477011928822,41.3020060500351,7701,UT4130811247020120524,Initial,50390312011178,70390312012200,-970,50,302,580,41.302,-112.477,Wildfire,LONG CANYON,-150,2012/05/24 00:00:00+00,4450
-117.866013017644,41.8030056498464,7702,NV4190111784920120810,Initial,50420312011215,70420312012200,-970,50,270,9999,41.803,-117.866,Wildfire,LONG CANYON,-150,2012/08/10 00:00:00+00,36997
-108.910010947102,39.446006103927,7703,CO3944610891020020608,Extended,70360332000183,50360332003200,-970,135,218,365,39.446,-108.91,Wildfire,LONG CANYON,-150,2002/06/08 00:00:00+00,1376
-106.540009792901,32.2610052117839,7704,NM3226110654020100621,Initial (SS),NULL,70330382010200,-9999,350,-80,-9999,32.261,-106.54,Wildfire,LONG CANYON,-9999,2010/06/21 00:00:00+00,6656
-120.036013422041,42.0260054791334,7705,OR4202612003620011006,Extended,50440312001169,50440312002200,-970,50,194,380,42.026,-120.036,Prescribed Fire,LONG CNYON,-150,2001/10/06 00:00:00+00,2526
-155.470025179666,64.177000493225,7706,AK6417715547020020721,Extended,70750151999181,70740152003200,-970,90,309,565,64.177,-155.47,Wildfire,LONG CREEK,-150,2002/07/21 00:00:00+00,73270
-117.625013073322,42.4280057248766,7707,OR4239211789420120708,Initial (SS),NULL,70420302012200,0,-100,-9999,-9999,42.428,-117.625,Wildfire,LONG DRAW,0,2012/07/08 00:00:00+00,557620
-108.366010631122,37.6490059064069,7708,CO3765110836820160621,Initial,80350342015177,80350342016200,-970,10,130,9999,37.649,-108.366,Wildfire,LONG DRAW,-150,2016/06/21 00:00:00+00,1732
-103.673010352564,43.8860070623971,7709,SD4388610367620161030,Extended,80330302015211,80330302017200,-970,50,350,9999,43.886,-103.673,Prescribed Fire,LONG DRAW RX,-150,2016/10/30 00:00:00+00,1055
-111.994011066591,34.2720052327299,7710,AZ3427211199419980714,Initial,50370361995184,50370361998200,-970,40,175,9999,34.272,-111.994,Prescribed Fire,LONG GULCH,-150,1998/07/14 00:00:00+00,6121
-121.529013034668,37.3740049743949,7711,CA3737412152919900717,Initial,50440341989200,50440341990200,-970,120,350,9999,37.374,-121.529,Wildfire,LONG GULCH,-150,1990/07/17 00:00:00+00,1394
-118.742013247081,42.2950056150725,7712,OR4229511874219990804,Initial,50430311998234,50430311999200,-970,90,231,420,42.295,-118.742,Wildfire,LONG HOLLOW SUMMIT,-150,1999/08/04 00:00:00+00,3091
-75.9330018253918,36.6320073540318,7713,VA3663207593320051118,Initial (SS),NULL,70140352005300,-9999,270,-9999,-9999,36.632,-75.933,Prescribed Fire,LONG ISLAND/RAGGED ISLAND RXB,-9999,2005/11/18 00:00:00+00,982
-112.100011240705,36.038005457479,7714,AZ3603811210020040505,Extended,50370352003190,50370352005200,-970,50,313,600,36.038,-112.1,Prescribed Fire,LONG JIM,-150,2004/05/05 00:00:00+00,2033
-112.079011235072,36.0220054567333,7715,AZ3602211207920051002,Extended,50370352003158,50370352006200,-970,20,164,345,36.022,-112.079,Prescribed Fire,LONG JIM 1 RX,-150,2005/10/02 00:00:00+00,1751
-112.097011240488,36.0420054581745,7716,AZ3603811210120170604,Extended,80370352016194,80370352018200,-970,10,137,300,36.042,-112.097,Prescribed Fire,LONG JIM III,-150,2017/06/04 00:00:00+00,1104
-141.860024137472,62.8820028786802,7717,AK6295814188120150621,Extended,80640162014233,80640162016200,-970,50,302,580,62.882,-141.86,Wildfire,LONG LAKE,-150,2015/06/21 00:00:00+00,27670
-108.539010626784,37.2420058401667,7718,CO3724210853919890708,Extended,50350341989169,50350341990200,-970,120,279,490,37.242,-108.539,Wildfire,LONG MESA,-150,1989/07/08 00:00:00+00,2660
-108.487010611492,37.2000058377785,7719,CO3720010848720020729,Extended,50350342002157,50350342003200,-970,75,295,550,37.2,-108.487,Wildfire,LONG MESA,-150,2002/07/29 00:00:00+00,2599
-95.7900073696478,34.3820060827384,7720,OK3436109579520120729,Initial,50260362011231,70260362012200,-970,20,313,620,34.382,-95.79,Wildfire,LONG MOUNTAIN,-150,2012/07/29 00:00:00+00,1102
-93.383006772939,34.885006289308,7721,AR3488509338320100316,Initial (SS),NULL,50250362010100,-9999,350,-100,-9999,34.885,-93.383,Prescribed Fire,LONG MOUNTAIN SALVAGE,-9999,2010/03/16 00:00:00+00,1607
-111.937011623209,39.8290059281985,7722,UT3982911193719960612,Extended,50380321995207,50380321997200,-970,100,213,380,39.829,-111.937,Wildfire,LONG RIDGE,-150,1996/06/12 00:00:00+00,3147
-112.102011728425,40.3870059789849,7723,UT4038711210219990724,Extended,50380321999170,50380322000200,-970,110,227,400,40.387,-112.102,Wildfire,LONG RIDGE,-150,1999/07/24 00:00:00+00,1133
-112.468011927582,41.3060060511901,7724,UT4132311249720170620,Initial,80390312016176,80390312017200,-970,20,330,9999,41.306,-112.468,Wildfire,LONG RIDGE,-150,2017/06/20 00:00:00+00,6500
-116.599013530545,45.971006110383,7725,ID4597111659920050808,Initial,50420282004276,50420282005300,-970,90,314,575,45.971,-116.599,Wildfire,LONG RUGGLES,-150,2005/08/08 00:00:00+00,4763
-75.8070017343086,35.5830071315244,7726,NC3558307580720050128,Extended,50140352004128,50140352005100,-970,50,232,450,35.583,-75.807,Prescribed Fire,LONG SHOAL RIVER 2.5.2-5,-150,2005/01/28 00:00:00+00,2351
-115.561012846424,43.347005989408,7727,ID4334711556119860807,Initial,50410301985232,50410301986300,-970,15,230,470,43.347,-115.561,Wildfire,LONG TOM,-150,1986/08/07 00:00:00+00,10111
-82.3620034510792,30.1210056902858,7728,FL3011508234720110812,Extended,50170392010229,70170392012200,-970,70,299,560,30.121,-82.362,Wildfire,LONG TRAM,-150,2011/08/12 00:00:00+00,573
-119.974013093154,39.851005306,7729,NV3985111997419850708,Initial,50430321984180,50430321985200,-970,70,239,450,39.851,-119.974,Wildfire,LONG VA,-150,1985/07/08 00:00:00+00,12299
-119.920013103438,39.9920053223852,7730,CA4007312014520170711,Initial,80430322016220,80430322017200,-970,50,300,9999,39.992,-119.92,Wildfire,LONG VALLEY,-150,2017/07/11 00:00:00+00,80456
-122.607013395035,39.0190050296874,7731,CA3901912260719900323,Initial,50450331989191,50450331990200,-970,90,301,550,39.019,-122.607,Prescribed Fire,LONG VALLEY VMP,-150,1990/03/23 00:00:00+00,1399
-79.0560026713124,34.5430067962821,7732,NC3454307905620070724,Initial,50160362006275,50160362007200,-970,50,302,580,34.543,-79.056,Wildfire,LONGBRANCH-ROBESON COMPLEX,-150,2007/07/24 00:00:00+00,1944
-102.540008786477,30.395005061158,7733,TX3037410253620110619,Initial,50300392011163,50300392011200,-970,40,230,9999,30.395,-102.54,Wildfire,LONGFELLOW,-150,2011/06/19 00:00:00+00,2937
-101.086009605942,43.1760071712405,7734,SD4309610116620120719,Initial (SS),NULL,70320302012300,0,-10,-9999,-9999,43.176,-101.086,Wildfire,LONGHORN COMPLEX,0,2012/07/19 00:00:00+00,41443
-112.103011238957,36.013005454104,7735,AZ3601311210320060506,Extended,50370352005195,50370352007200,-970,85,191,350,36.013,-112.103,Prescribed Fire,LONGJIM,-150,2006/05/06 00:00:00+00,1706
-83.2650039280364,34.6980066785866,7736,SC3469808326520040313,Initial,50180362003105,50180362004100,-970,50,286,550,34.698,-83.265,Wildfire,LONGNOSE,-150,2004/03/13 00:00:00+00,964
-116.349012079526,36.4710052387808,7737,NV3647111634920040801,Extended,50400352003179,70400352004200,-970,50,259,500,36.471,-116.349,Wildfire,LONGSTREET,-150,2004/08/01 00:00:00+00,1628
-110.548010593289,31.6330049327225,7738,AZ3161611056520160606,Initial,80350382016148,80350382016200,-970,50,300,9999,31.633,-110.548,Wildfire,LONGVIEW,-150,2016/06/06 00:00:00+00,1105
-123.634013977693,41.9970051559788,7739,CA4199712363419870830,Extended,50460311986206,50460311988200,-970,125,392,695,41.997,-123.634,Wildfire,LONGWOOD,-150,1987/08/30 00:00:00+00,10370
-108.603010299808,33.2390052646338,7740,NM3323910860319960608,Extended,50340371996150,50340371997200,-970,135,293,505,33.239,-108.603,Wildfire,LOOKOUT,-150,1996/06/08 00:00:00+00,14200
-105.798009768868,34.2580055642367,7741,NM3425810579820040521,Extended,50330362003194,50330362005200,-970,70,293,550,34.258,-105.798,Wildfire,LOOKOUT,-150,2004/05/21 00:00:00+00,4778
-96.4230076832441,36.4070064171262,7742,OK3640709642320100304,Initial (SS),NULL,50270352010100,-9999,350,-100,-9999,36.407,-96.423,Wildfire,LOOKOUT,-9999,2010/03/04 00:00:00+00,1195
-104.742009384872,32.0970052662138,7743,NM3208610472220110720,Initial,50320382011161,50320382011200,-970,25,275,550,32.097,-104.742,Wildfire,LOOKOUT COMPLEX,-150,2011/07/20 00:00:00+00,4022
-117.274013371303,44.5150059301574,7744,OR4451511727420060906,Initial,50420292005262,50420292006300,-970,180,307,500,44.515,-117.274,Wildfire,LOOKOUT MOUNTAIN,-150,2006/09/06 00:00:00+00,2209
-103.462010255659,43.5860070414679,7745,SD4358610346219970509,Initial,50330301997081,50330301997200,-970,5,242,500,43.586,-103.462,Wildfire,LOOKOUT POINT,-150,1997/05/09 00:00:00+00,1445
-104.402009315915,32.2210053022083,7746,NM3217510449020110613,Initial,50320382011161,50320382011200,-970,50,250,9999,32.221,-104.402,Wildfire,LOOP,-150,2011/06/13 00:00:00+00,29771
-80.9700029081418,25.8130046796717,7747,FL2581308097020020414,Initial (SS),NULL,70150422002200,-9999,500,-9999,-9999,25.813,-80.97,Prescribed Fire,LOOPRX,-9999,2002/04/14 00:00:00+00,5282
-145.587026850596,65.6990020936778,7748,AK6569314555120170627,Initial,80680142015216,80680142017200,-970,30,310,480,65.699,-145.587,Wildfire,LOPER CREEK,-150,2017/06/27 00:00:00+00,2496
-118.482012306756,34.9850049433047,7749,CA3498511848219950730,Extended,50410361995164,50410361996100,-970,60,168,325,34.985,-118.482,Wildfire,LOPEZ,-150,1995/07/30 00:00:00+00,1627
-80.643002804964,25.505004608601,7750,FL2550508064320010508,Initial (SS),NULL,70150422001100,-9999,450,-9999,-9999,25.505,-80.643,Wildfire,LOPEZ,-9999,2001/05/08 00:00:00+00,8777
-117.269012046904,34.3610049461743,7751,CA3436111726920070331,Initial,50400362004262,50400362007300,-970,125,260,450,34.361,-117.269,Wildfire,LOS FLORES,-150,2007/03/31 00:00:00+00,4834
-120.583012781156,36.3790049495255,7752,CA3637912058319850706,Extended,50430351984212,50430351986200,-970,90,252,460,36.379,-120.583,Wildfire,LOSGATOSIV,-150,1985/07/06 00:00:00+00,20357
-121.426013455739,40.7800052621838,7753,CA4078012142619870831,Extended,50440321987211,50440321988200,-970,75,335,625,40.78,-121.426,Wildfire,LOST,-150,1987/08/31 00:00:00+00,23599
-107.015011213071,44.3120068371234,7754,WY4431210701519880814,Extended,50350291988183,50350291989200,-970,105,279,500,44.312,-107.015,Wildfire,LOST,-150,1988/08/14 00:00:00+00,13108
-111.878011099701,34.9490053293497,7755,AZ3494911187819940729,Extended,50370361994165,50370361995200,-970,120,252,440,34.949,-111.878,Wildfire,LOST,-150,1994/07/29 00:00:00+00,2060
-113.749011537976,35.8100053271716,7756,AZ3581011374919950707,Initial,50380351994236,50380351995300,-970,50,299,575,35.81,-113.749,Wildfire,LOST,-150,1995/07/07 00:00:00+00,7276
-119.558013224013,41.2550054584743,7757,CA4114311975020120805,Initial,50430312011238,70430312012200,-970,70,290,9999,41.255,-119.558,Wildfire,LOST,-150,2012/08/05 00:00:00+00,57647
-82.1980036722288,35.722006935027,7758,NC3572208219820100402,Initial (SS),NULL,70180352010100,-9999,450,-140,-9999,35.722,-82.198,Prescribed Fire,LOST BEAR,-9999,2010/04/02 00:00:00+00,925
-119.595012760969,37.666005138673,7759,CA3766611959519870723,Extended,50420341986210,50420341988200,-970,130,324,565,37.666,-119.595,Wildfire,LOST BEAR,-150,1987/07/23 00:00:00+00,1823
-82.2050036734888,35.708006931828,7760,NC3572808220620130322,Initial (SS),NULL,70180352013100,0,180,-9999,-9999,35.708,-82.205,Prescribed Fire,LOST BEAR EAST,0,2013/03/22 00:00:00+00,2167
-82.2340036818992,35.7050069300809,7761,NC3571708222420130308,Initial (SS),NULL,70180352013100,0,190,-9999,-9999,35.705,-82.234,Prescribed Fire,LOST BEAR WEST,0,2013/03/08 00:00:00+00,565
-81.0180029259317,25.9580047151842,7762,FL2595808101820000123,Initial (SS),NULL,70150422000100,-9999,430,100,-9999,25.958,-81.018,Prescribed Fire,LOST BLOCK,-9999,2000/01/23 00:00:00+00,1174
-115.604011913971,36.149005250791,7763,NV3614911560420020714,Extended,70400352001261,50400352003300,-970,150,274,460,36.149,-115.604,Wildfire,LOST CABIN,-150,2002/07/14 00:00:00+00,4555
-96.1410075328028,35.40300625273,7764,OK3539009613920170303,Initial,80270352017046,80270352017100,-970,90,9999,9999,35.403,-96.141,Wildfire,LOST CREEK,-150,2017/03/03 00:00:00+00,2420
-111.278010951793,34.6030053172046,7765,AZ3460311127820080907,Extended,50360362007194,50360362009100,-970,100,245,440,34.603,-111.278,Wildfire,LOST EDEN,-150,2008/09/07 00:00:00+00,1562
-95.7570073835937,34.7080061446066,7766,OK3470609574220170321,Initial,80260362016085,80260362017100,-970,0,9999,9999,34.708,-95.757,Wildfire,LOST FIRE,-150,2017/03/21 00:00:00+00,4178
-110.581012463759,46.7540067667434,7767,MT4675411058120010903,Extended,50390272001182,70390272002200,-970,150,350,600,46.754,-110.581,Wildfire,LOST FORK-MONARCH COMPLEX (LOST FORK),-150,2001/09/03 00:00:00+00,2313
-110.774012570737,47.0680067771071,7768,MT4706811077420010903,Extended,50390272001182,70390272002200,-970,150,323,550,47.068,-110.774,Wildfire,LOST FORK-MONARCH COMPLEX (MONARCH),-150,2001/09/03 00:00:00+00,1818
-81.0010029220508,25.9980047256211,7769,FL2599808100119991203,Initial (SS),NULL,70150421999400,-9999,500,-9999,-9999,25.998,-81.001,Prescribed Fire,LOST HOGAN,-9999,1999/12/03 00:00:00+00,1872
-116.255011841974,34.0230049644599,7770,CA3402311625519840531,Initial (SS),NULL,50400361984200,-9999,-90,-201,-275,34.023,-116.255,Wildfire,LOST HORSE,-9999,1984/05/31 00:00:00+00,4130
-147.790026397245,65.2220017380162,7771,AK6522214779020050627,Extended,70700142002266,50690142006200,-970,125,327,575,65.222,-147.79,Wildfire,LOST HORSE CREEK,-150,2005/06/27 00:00:00+00,2031
-119.475013793681,44.6920057315682,7772,OR4471111949220140829,Initial,80440292014237,70440292014300,-970,50,232,450,44.692,-119.475,Wildfire,LOST HUBCAP,-150,2014/08/29 00:00:00+00,3075
-111.497011346534,38.2450057724282,7773,UT3823111150520120605,Extended,50370332011196,80370332013200,-970,74,250,466,38.245,-111.497,Wildfire,LOST LAKE,-150,2012/06/03 00:00:00+00,2062
-118.634013666975,44.7920058207295,7774,OR4479211863419860811,Extended,50440291985221,50440291987200,-970,150,339,580,44.792,-118.634,Wildfire,LOST LAKE,-150,1986/08/11 00:00:00+00,2805
-114.462011517062,34.0200050636833,7775,CA3402011446219950623,Initial,50380361994236,50380361995300,-970,90,160,290,34.02,-114.462,Wildfire,LOST LAKE,-150,1995/06/23 00:00:00+00,2846
-107.189010648993,40.0890063100065,7776,CO4008910718920020713,Extended,50350322000200,50350322003200,-970,200,422,700,40.089,-107.189,Wildfire,LOST LAKES,-150,2002/07/13 00:00:00+00,5888
-86.1210046746254,33.2820062700304,7777,AL3328008612020160210,Initial,80200372015088,80200372016100,-970,50,9999,9999,33.282,-86.121,Prescribed Fire,LOST MOTORWAY,-150,2016/02/10 00:00:00+00,1507
-81.0510029279814,25.670004641824,7778,FL2567008105120100422,Initial (SS),NULL,50150422010200,-9999,330,-9999,-9999,25.67,-81.051,Prescribed Fire,LOST PRAIRE RX,-9999,2010/04/22 00:00:00+00,13549
-154.317025532221,64.4920006639601,7779,AK6449215431720100531,Extended,50740152009193,50740152011200,-970,65,275,520,64.492,-154.317,Wildfire,LOST RIVER,-150,2010/05/31 00:00:00+00,13214
-93.7270065819182,29.8420052694281,7780,LA2984209372720011019,Initial (SS),NULL,50240392001300,-9999,190,-9999,-9999,29.842,-93.727,Wildfire,LOST SBOAT,-9999,2001/10/19 00:00:00+00,2009
-107.421010676583,39.8930062679037,7781,CO3986910746520160808,Extended,80350322016196,80350322017200,-970,100,278,500,39.893,-107.421,Wildfire,LOST SOLAR,-150,2016/08/08 00:00:00+00,5141
-114.88501368291,48.1850064542403,7782,MT4818511488519940813,Extended,50420261993213,50420261995300,-970,150,350,600,48.185,-114.885,Wildfire,LOST TRAIL,-150,1994/08/13 00:00:00+00,1303
-153.858024695896,63.5150008178126,7783,AK6351515385820020819,Initial (SS),NULL,70720162002300,-9999,400,-15,-250,63.515,-153.858,Wildfire,LOST TWENTY,-9999,2002/08/19 00:00:00+00,13230
-109.787012594716,48.2010069770786,7784,MT4820110978719880812,Extended,50380261987233,50380261989200,-970,40,269,525,48.201,-109.787,Wildfire,LOSTCANYON,-150,1988/08/12 00:00:00+00,4532
-80.9770029139237,25.9550047153188,7785,FL2595508097719980201,Initial (SS),NULL,50150421998100,-9999,600,-9999,-9999,25.955,-80.977,Prescribed Fire,LOSTDOG1,-9999,1998/02/01 00:00:00+00,805
-81.0520029345219,25.9090047021087,7786,FL2590908105219990203,Initial (SS),NULL,50150421999100,-9999,550,75,-9999,25.909,-81.052,Prescribed Fire,LOSTDOG1RX,-9999,1999/02/03 00:00:00+00,4357
-81.0310029310182,26.0070047272316,7787,FL2600708103120000217,Initial (SS),NULL,70150422000100,-9999,500,-9999,-9999,26.007,-81.031,Prescribed Fire,LOSTDOGRX,-9999,2000/02/17 00:00:00+00,3854
-81.1650029588013,25.5800046166549,7788,FL2558008116519960823,Initial (SS),NULL,50160421996200,-9999,500,-9999,-9999,25.58,-81.165,Wildland Fire Use,LOSTMAN 2,-9999,1996/08/23 00:00:00+00,625
-81.0650029330883,25.710004651634,7789,FL2571008106519840817,Initial (SS),NULL,50150421984200,-9999,550,-9999,-9999,25.71,-81.065,Prescribed Fire,LOSTMAN 3,-9999,1984/08/17 00:00:00+00,1171
-81.0640029321754,25.6860046455916,7790,FL2568608106420021101,Initial (SS),NULL,70150422002300,-9999,600,-9999,-9999,25.686,-81.064,Prescribed Fire,LOSTMANS,-9999,2002/11/01 00:00:00+00,1305
-81.1570029567845,25.5920046198587,7791,FL2559208115720090228,Initial (SS),NULL,50150422009100,-9999,525,-9999,-9999,25.592,-81.157,Prescribed Fire,LOSTMANS RIVER RX,-9999,2009/02/28 00:00:00+00,2667
-113.929011736646,37.4580055118646,7792,UT3745811392919990319,Extended,50390341998174,50390341999200,-970,90,177,320,37.458,-113.929,Wildfire,LOSTPEAK,-150,1999/03/19 00:00:00+00,2138
-102.46101089015,48.5990077156737,7793,ND4859910246120050818,Initial,50330262004245,50330262005300,-970,300,9999,9999,48.599,-102.461,Prescribed Fire,LOSTWOOD NON-NFP,-150,2005/08/18 00:00:00+00,2769
-102.450010898888,48.6550077227202,7794,ND4865110246620150504,Initial,80340262014151,80340262015100,-970,50,9999,9999,48.655,-102.45,Prescribed Fire,LOSTWOOD WILDERNESS 2015,-150,2015/05/04 00:00:00+00,6837
-156.619026409843,65.5640001818376,7795,AK6556415661920100623,Extended,50750142008246,70750142011200,-970,50,259,500,65.564,-156.619,Prescribed Fire,LOUIE CREEK,-150,2010/06/23 00:00:00+00,18176
-118.924013273772,42.2670055966817,7796,OR4226711892419850619,Initial,50430311984196,50430311985200,-970,85,175,320,42.267,-118.924,Wildfire,LOUIS FLAT,-150,1985/06/19 00:00:00+00,2727
-157.187026007602,65.2020001152696,7797,AK6520215718720040716,Extended,70760142002212,70760142005200,-970,70,307,575,65.202,-157.187,Wildfire,LOUIS LAKE,-150,2004/07/16 00:00:00+00,24323
-96.2420086217067,45.2200078135696,7798,MN4522009624220040414,Initial,50290292004105,70290292004100,-970,100,9999,9999,45.22,-96.242,Wildfire,LOUISBURGRADE,-250,2004/04/14 00:00:00+00,6520
-117.473012076065,34.2900049264317,7799,CA3429011747320020626,Extended,70400362001181,50400362003200,-970,80,297,550,34.29,-117.473,Wildfire,LOUISIANA,-150,2002/06/26 00:00:00+00,6650
-106.023009795668,33.9510055046514,7800,NM3395110602319940630,Initial,50330361990174,50330361994200,-970,50,100,9999,33.951,-106.023,Wildfire,LOVELACE,-150,1994/06/30 00:00:00+00,3880
-116.73001183157,32.7890047916056,7801,CA3278911673019920718,Extended,50400371991194,50400371993200,-970,50,151,300,32.789,-116.73,Wildfire,LOVELAND,-150,1992/07/18 00:00:00+00,1941
-118.450013121967,41.8200056009113,7802,NV4182011845019910821,Extended,50420311991208,50420311992200,-970,50,151,300,41.82,-118.45,Wildfire,LOVELY,-150,1991/08/21 00:00:00+00,3599
-115.675012788425,42.8680059358867,7803,ID4286811567519960614,Initial,50410301995180,50410301996200,-970,90,220,400,42.868,-115.675,Wildfire,LOVERIDGE,-150,1996/06/14 00:00:00+00,2889
-115.668012779944,42.8240059324885,7804,ID4280011566720170709,Initial,80410302016206,80410302017200,-970,50,9999,9999,42.824,-115.668,Wildfire,LOVERIDGE,-150,2017/07/09 00:00:00+00,39630
-103.412009136054,32.9400054686036,7805,NM3294010341219910306,Initial (SS),NULL,50310371991100,-9999,-170,-260,-9999,32.94,-103.412,Wildfire,LOVINGTON,-9999,1991/03/06 00:00:00+00,1766
-117.546013455938,44.7030059190448,7806,OR4470311754619980907,Extended,50430291998122,50430291999100,-970,100,197,350,44.703,-117.546,Wildfire,LOW CREEK,-150,1998/09/07 00:00:00+00,2384
-86.8210047385383,30.4970056388982,7807,FL3045008681920130305,Initial (SS),NULL,70200392013100,0,299,-9999,-9999,30.497,-86.821,Wildfire,LOW KEY,0,2013/03/05 00:00:00+00,5554
-113.736011644882,36.9310054629685,7808,AZ3693111373620040629,Initial,50380342003165,50380342004200,-970,35,225,9999,36.931,-113.736,Wildfire,LOW MOUNTAIN,-150,2004/06/29 00:00:00+00,1767
